I won! I won! I finally won!	I won! That was my quarter!	anger
I won! That was my quarter!	Fine! Here! Take a hike toots!	anger
Fine! Here! Take a hike toots!	Excuse me, sir! This lady played my quarter, this is my money.	anger
Excuse me, sir! This lady played my quarter, this is my money.	Is that true miss?	neutral
Is that true miss?	Sells drugs to kids.	disgust
Sells drugs to kids.	What?!	surprise
What?!	She sells drugs to kids.	disgust
She sells drugs to kids.	It was my quarter!	anger
It was my quarter!	Was it her quarter?	neutral
Was it her quarter?	How about we talk about this over dinner?	neutral
How about we talk about this over dinner?	Okay lady, you're out of here.	disgust
Okay lady, you're out of here.	No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!	anger
No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!	I'm just taking you outside!	non-neutral
I'm just taking you outside!	Oh, okay.	neutral
Hey!	Hey!	non-neutral
Hey!	Listen, I know you wanted to talk to me, but I have an idea that may make you want to stay married.  We register, and	neutral
Listen, I know you wanted to talk to me, but I have an idea that may make you want to stay married.  We register, and	No!	anger
No!	Ross, come on!	anger
Ross, come on!	No!	anger
No!	Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.	non-neutral
Listen, look I thought a lot about how to tell you this and the bottom line, Ross, is we can not stay married.	I don't know if it's true.	neutral
I don't know if it's true.	Oh b-b-but it is!	non-neutral
Oh b-b-but it is!	Oh, okay, y'know what this is?	neutral
Oh, okay, y'know what this is?	Oh Ross, come on! This is not, this is not a marriage!! This is the world's worst hangover! Ross, listen, if	anger
Oh Ross, come on! This is not, this is not a marriage!! This is the world's worst hangover! Ross, listen, if	All right. All right, I'll do it.	sadness
All right. All right, I'll do it.	Thank you.  Hey-hey umm, uh, is there, is there any such thing as an annulment shower?	neutral
Hey! What are you guys doing?	Hey.	neutral
Hey.	Making holiday candy for the neighbors.	neutral
Making holiday candy for the neighbors.	Yes!	joy
Yes!	So I really never get to win anymore?	non-neutral
So I really never get to win anymore?	How much did ever really win before?	neutral
He is so cute.  So, where did you guys grow up?	Brooklyn Heights.	neutral
Brooklyn Heights.	Cleveland.	neutral
Cleveland.	How, how did that happen?	surprise
How, how did that happen?	Oh my god.	surprise
Oh my god.	What?	surprise
What?	I suddenly had the feeling that I was falling. But I'm not.	neutral
Thank you.	That was very nice Ashley.	joy
That was very nice Ashley.	No-no.	neutral
No-no.	So, is it my turn now?	neutral
So, is it my turn now?	I'm next!	non-neutral
I'm next!	Oh!	surprise
Oh!	Evidently they do.	neutral
Evidently they do.	What?!	surprise
Ok, I'm makin' a break for it, I'm goin' out the window.	No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down.	non-neutral
No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down.	Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!	anger
Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!	Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.	non-neutral
Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.	I'm sorry, I'm sorry, you're right.  Come on, do it, do it, go, come on!!!	anger
Hey you guys, guess what?	The British are coming?	neutral
The British are coming?	Ohh, you and your ways.  Since it's Christmastime. I'm going to be one of those people collection donations.	joy
Ohh, you and your ways.  Since it's Christmastime. I'm going to be one of those people collection donations.	Yeah, I already have my bell and later on...I get my bucket.	joy
Yeah, I already have my bell and later on...I get my bucket.	Ohh.	neutral
Ohh.	Yeah, yeah, I'm going to be out there spreading joy to the people.	joy
Yeah, yeah, I'm going to be out there spreading joy to the people.	I mean, last year, I spread a little joy but not really enough.	joy
I mean, last year, I spread a little joy but not really enough.	So this year, I'm going to do the whole city.	joy
So this year, I'm going to do the whole city.	You know, I knew a girl in high school who did that. She was	neutral
You know, I knew a girl in high school who did that. She was	I can't	neutral
I can't	Oh! Look at that, time's up! My turn!	joy
Oh! Look at that, time's up! My turn!	That was a half an hour?	surprise
That was a half an hour?	It's your timer.	neutral
It's your timer.	Y'know, I don't like to brag about it, but I give the	neutral
Y'know, I don't like to brag about it, but I give the	All right, then massage me up right nice!	joy
All right, then massage me up right nice!	Ah! Ahh!! Ahh!!	joy
Ah! Ahh!! Ahh!!	It's so good, isn't it?	neutral
It's so good, isn't it?	It's so good I don't know what I've done to deserve it!	joy
It's so good I don't know what I've done to deserve it!	Say good-bye to sore muscles!	joy
Say good-bye to sore muscles!	Good-bye muscles!!	joy
Oh whoa-whoa-whoa!	Wait a minute, open up your hand; let me take a look.	non-neutral
Wait a minute, open up your hand; let me take a look.	Quarter.	neutral
Quarter.	Dime.	neutral
Dime.	Lint?	neutral
Lint?	Not interested in that.	neutral
Not interested in that.	What's this?	neutral
What's this?	A Canadian coin?	neutral
A Canadian coin?	Get outta here!	surprise
Get outta here!	Whoa-whoa-whoa!	surprise
Whoa-whoa-whoa!	No drinks near the bucket!	anger
No drinks near the bucket!	Set it down over there and then you can make a contribution!	anger
Set it down over there and then you can make a contribution!	And you can leave the hurt bunny look over there too!	anger
And you can leave the hurt bunny look over there too!	Hi Bob!	joy
Hi Bob!	I thought I told you to get outta here!	anger
I thought I told you to get outta here!	Uh, Phoebe we've been getting complaints and uh, we're gonna move you to a less high-profile spot.	neutral
Uh, Phoebe we've been getting complaints and uh, we're gonna move you to a less high-profile spot.	Well, because we thought you knew!! It's so obvious! God, that would be like telling Monica, Hey, you like things clean.	neutral
Hey Joe! You wanna shoot some hoops?	Oh no, I can't go. I'm practicing; I got an audition to be the host of a new game show.	non-neutral
Oh no, I can't go. I'm practicing; I got an audition to be the host of a new game show.	Oh cool!	joy
Oh cool!	That's great.	joy
That's great.	Yeah-yeah, and if I get it by day I'll  Dr. Drake Remoray, but by night I'll be  Joey Trrrribbiani!	joy
Yeah-yeah, and if I get it by day I'll  Dr. Drake Remoray, but by night I'll be  Joey Trrrribbiani!	You'll be perfect for this! That's already your name!	joy
You'll be perfect for this! That's already your name!	But the audition's in a couple hours and I don't even understand the game.	fear
But the audition's in a couple hours and I don't even understand the game.	Well do you want some help?	neutral
Well do you want some help?	Oh really? That'd be great! You guys can be the contestants!	surprise
Oh really? That'd be great! You guys can be the contestants!	Awesome!	joy
Awesome!	Okay, I guess we can lose to junior high girls some other time.	neutral
Okay, I guess we can lose to junior high girls some other time.	All right! Let's play Bamboozled!	joy
All right! Let's play Bamboozled!	Bamboozled?	surprise
Bamboozled?	Yeah, isn't that a cool name?	joy
Yeah, isn't that a cool name?	Yeah!	joy
Yeah!	No!	disgust
No!	Oh. Okay, just breathe.	neutral
Oh. Okay, just breathe.	Oh honey, I think I'm having one too!	surprise
Oh honey, I think I'm having one too!	Look at this!  There we go!	joy
Excuse me. Hi, I'm a professor here. Do you know the Paleontology section, fifth floor, stack 437?	Well, yes! Just give me five minutes, I just have to find someone to cover my shift.	non-neutral
Well, yes! Just give me five minutes, I just have to find someone to cover my shift.	No! No!! No! Can I speak to someone in charge please?!	anger
No! No!! No! Can I speak to someone in charge please?!	How can I help you?	neutral
How can I help you?	Hi, I was wondering if it is possible to increase security in the Paleontology section?	non-neutral
Hi, I was wondering if it is possible to increase security in the Paleontology section?	See I-I wrote a book up there and instead of reading it people are-are-are well, rolling around in front of it.	non-neutral
See I-I wrote a book up there and instead of reading it people are-are-are well, rolling around in front of it.	We are aware of the problem you are referring to.	neutral
We are aware of the problem you are referring to.	But as far as increasing security, I'm afraid the library is very understaffed.	neutral
But as far as increasing security, I'm afraid the library is very understaffed.	I, I can't help you.	non-neutral
I, I can't help you.	Well, fine.	non-neutral
Well, fine.	Fine!	anger
Fine!	If-if I'm the only person with any appreciation of the sanctity of the written word, I'll go up there and defend it myself!	anger
If-if I'm the only person with any appreciation of the sanctity of the written word, I'll go up there and defend it myself!	And don't you follow me!	anger
Okay. Would you rather live in the shirt pocket of a sweaty giant, or inside his shower drain?	Oh my God! Phoebe look, it's Ross and that girl.	surprise
Oh my God! Phoebe look, it's Ross and that girl.	No! No! Look at that!  It's a line of ants! They're working as a team!	surprise
No! No! Look at that!  It's a line of ants! They're working as a team!	Phoebe!	non-neutral
Phoebe!	Right, oh yeah.	neutral
Right, oh yeah.	Wow, oh, it looks like Ross is breaking up with her.	surprise
Wow, oh, it looks like Ross is breaking up with her.	Uff, I hope he lets her down easy.	non-neutral
Uff, I hope he lets her down easy.	Let's go.	neutral
Let's go.	Come on Phoebe, look at that!	non-neutral
Come on Phoebe, look at that!	They are not breaking up, look at them.	neutral
They are not breaking up, look at them.	Okay that's, you know what that is?	neutral
Okay that's, you know what that is?	That is a, that is a second date, that's what that is!	non-neutral
That is a, that is a second date, that's what that is!	Look at that, she just put her hand on his thigh...	non-neutral
Look at that, she just put her hand on his thigh...	Oh no! That really is nothing, she is	neutral
Oh no! That really is nothing, she is	Ohh!  Phoebe, this is all your fault! Now he loves her, he's gonna marry her, and this is all your fault.	anger
Ohh!  Phoebe, this is all your fault! Now he loves her, he's gonna marry her, and this is all your fault.	You know where I work!	neutral
You know where I work!	I do?	neutral
I do?	The movie theatre, you used to come in all the time.	neutral
The movie theatre, you used to come in all the time.	You still work at the multiplex?	neutral
You still work at the multiplex?	Oh, like I'd give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.	joy
Oh, like I'd give up that job! Free popcorn and candy, anytime I want. I can get you free posters for your room.	Thanks, I'm set. Do you still live with your parents?	neutral
Thanks, I'm set. Do you still live with your parents?	Oh yeah, but I can stay out as late as I want.	neutral
Nice car!	Yeah, it's not mine.	neutral
Yeah, it's not mine.	I love your car.	joy
I love your car.	Yeah, it's  mine.	neutral
Yeah, it's  mine.	I bet it's fast.	neutral
I bet it's fast.	Me too! Yeah. And comfortable. Do uh, do you like leather seats?	neutral
Me too! Yeah. And comfortable. Do uh, do you like leather seats?	Yeah!	joy
Yeah!	It's got em!	joy
Joey, please!	Sorry.	neutral
Sorry.	Ahhhhhhhhhh	non-neutral
Ahhhhhhhhhh	Hello children!	joy
Hello children!	Hey! Wanna play some foosball? Please?	neutral
Hey! Wanna play some foosball? Please?	Okay.	neutral
Okay.	No-no, no! We have to move the table into my room, yeah! 'Cause of all the boxes. Come on!	neutral
No-no, no! We have to move the table into my room, yeah! 'Cause of all the boxes. Come on!	All right, I have one question.	neutral
All right, I have one question.	Bye-bye little puppet Joey hand?	neutral
Bye-bye little puppet Joey hand?	No, the quiet down thing!	anger
No, the quiet down thing!	You mean this.	neutral
You mean this.	Um-hmm! Look, I-I-I don't know how much more of this I can take! Did you know he taped over my	non-neutral
Um-hmm! Look, I-I-I don't know how much more of this I can take! Did you know he taped over my	All right look, y'know, this maybe tough but come on, this is Ross! I survived college with him!	neutral
All right look, y'know, this maybe tough but come on, this is Ross! I survived college with him!	All right, I guess I can hold out a little longer. Let's have a game.	neutral
All right, I guess I can hold out a little longer. Let's have a game.	Okay.	neutral
Okay.	No-no-no-no!	fear
No-no-no-no!	YES!!	joy
YES!!	Uh fellas,	neutral
Uh fellas,	Okay, so he's out of here.	neutral
Okay, so he's out of here.	Okay y'know what, because you said that, I'm not putting out tonight.	neutral
I know it doesn't make much sense	Much	neutral
Much	Look Chandler, it was instinct! Okay? I just went for it!	anger
Look Chandler, it was instinct! Okay? I just went for it!	So you risked your life, for a sandwich!	non-neutral
So you risked your life, for a sandwich!	I know it sounds crazy, but Chandler this is  the greatest sandwich in the world!	non-neutral
I know it sounds crazy, but Chandler this is  the greatest sandwich in the world!	So you didn't uh, choose Ross before me.	non-neutral
So you didn't uh, choose Ross before me.	No! I would never do that! You-you're like my brother!	non-neutral
No! I would never do that! You-you're like my brother!	Really?!	surprise
Really?!	Yeah! In fact, to prove how much you mean to me,  here.	neutral
Yeah! In fact, to prove how much you mean to me,  here.	Thanks.	joy
Thanks.	No, eh, oh-oi, easy, it's not a hot dog!	non-neutral
No, eh, oh-oi, easy, it's not a hot dog!	How good is that?	neutral
How good is that?	Oh-oi-ho, yeah!	joy
Oh-oi-ho, yeah!	See?	neutral
See?	Hm-hmm.	neutral
Hm-hmm.	Oh-whoa-hey, dude, what are you doing?!	surprise
Oh-whoa-hey, dude, what are you doing?!	I thought you were showing me how much you mean to me.	surprise
I thought you were showing me how much you mean to me.	Yeah. With a bite!  Gee-e-e-eez!	non-neutral
Check out the ring.	Nice! One and a half carat easy.	joy
Nice! One and a half carat easy.	Hi.	neutral
Hi.	Hey-hey Pheebs!	joy
Hey-hey Pheebs!	What?	surprise
What?	Chandler's gonna ask Monica to marry him!	joy
Chandler's gonna ask Monica to marry him!	Oh I know, I helped pick out the ring.	neutral
Oh I know, I helped pick out the ring.	You told her before you told us?	surprise
You told her before you told us?	Well, she walked in when I was looking at the ring brochures. You can understand that, right?  Guys? Guys?	fear
Let's see.	Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.	neutral
Congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.	What about Glen? He could be a Glen.	neutral
What about Glen? He could be a Glen.	Nah... not-not special enough.	neutral
Nah... not-not special enough.	Ooh! How about Agamemnon?	neutral
Ooh! How about Agamemnon?	Waaay too special.	neutral
Hey Pheebs!	Hey!	joy
Hey!	Check it out.  How much of a man am I?!	joy
Check it out.  How much of a man am I?!	Wow! Nice! Manly and also kind of a slut.	joy
Wow! Nice! Manly and also kind of a slut.	Y'know, I'm beginning to see what Jake was talking about.	neutral
Y'know, I'm beginning to see what Jake was talking about.	Uh-huh.	neutral
Uh-huh.	The silk? Feels really good!	joy
The silk? Feels really good!	Ah yeah, sorry about that.	non-neutral
Ah yeah, sorry about that.	It's okay. Come, come on in.	neutral
It's okay. Come, come on in.	Thanks for letting me stay here! I mean Monica's place was nice, but her fiancée sure stares a lot.	joy
Thanks for letting me stay here! I mean Monica's place was nice, but her fiancée sure stares a lot.	Oh.	neutral
Oh.	Oh my God! You do a great Chandler!	surprise
Oh my God! You do a great Chandler!	Uh-huh. Yeah, I-I have a knack for impressions.	neutral
Uh-huh. Yeah, I-I have a knack for impressions.	Well, maybe after we get reacquainted uh, you can do me.	joy
Well, maybe after we get reacquainted uh, you can do me.	YeahNo!!	disgust
Hey! You guys! Check it out, check it out!  Guess which job I got.	I don't know, but Donald Trump wants his blue blazer black.	neutral
I don't know, but Donald Trump wants his blue blazer black.	What?	neutral
What?	Blue blazer back. He-he wants it back.	neutral
Blue blazer back. He-he wants it back.	But you-you said black. Why would he want his blue blazer black?	neutral
But you-you said black. Why would he want his blue blazer black?	Well, you-you know what I meant.	neutral
Well, you-you know what I meant.	No, you messed it up. You're stupid.	non-neutral
No, you messed it up. You're stupid.	So what job did you get Joe?	neutral
So what job did you get Joe?	Oh, ah, tour guide at the museum. Yeah, Ross got it for me.	neutral
Oh, ah, tour guide at the museum. Yeah, Ross got it for me.	Well, how can you be a tour guide, don't you have to be a dinosaur expert or something?	neutral
Well, how can you be a tour guide, don't you have to be a dinosaur expert or something?	I just walked in the bathroom and saw Kathy naked! It was like torture!	non-neutral
I just walked in the bathroom and saw Kathy naked! It was like torture!	Y'know if we ever go to war and you're captured, you're in for a	neutral
Y'know if we ever go to war and you're captured, you're in for a	It just keeps getting worse and worse!	non-neutral
It just keeps getting worse and worse!	Y'know?	neutral
Y'know?	I mean it's bad enough that I'm in love with my roommates girlfriendwhich by the way, I think she knows.	neutral
I mean it's bad enough that I'm in love with my roommates girlfriendwhich by the way, I think she knows.	Because every time we're in the room together there's this weird like energy between us.	neutral
Because every time we're in the room together there's this weird like energy between us.	And call me crazy, but I think she likes me too.	neutral
And call me crazy, but I think she likes me too.	And now I have seen her naked.	non-neutral
And now I have seen her naked.	I mean at least when I've seen her with clothes on, I could imagine her body was like covered in boles or something.	neutral
I mean at least when I've seen her with clothes on, I could imagine her body was like covered in boles or something.	But there are no boles, she's smooth!	neutral
But there are no boles, she's smooth!	Smooth!	neutral
Smooth!	Wow! Could everyone totally see up his robe?	surprise
Wow! Could everyone totally see up his robe?	Yeah! Oh my God!	surprise
So, you and Angela, huh?	Yep. Pretty much.	joy
Yep. Pretty much.	Oh, that's what she meant!	surprise
Oh, that's what she meant!	You know, if they're    gonna shorten it, they should call it the MUSE!	neutral
You know, if they're    gonna shorten it, they should call it the MUSE!	You know, short for museum,    and avoid all the confusion!	neutral
You know, short for museum,    and avoid all the confusion!	Yeah, most of it it's a place	neutral
Yeah, most of it it's a place	Ok, all right, so I'll take her to the MET.	neutral
Ok, all right, so I'll take her to the MET.	Yeah, uh, uh, ok, there's this great rare bookstore on Madison    Avenue.	neutral
Yeah, uh, uh, ok, there's this great rare bookstore on Madison    Avenue.	You know what?	neutral
You know what?	She loves architecture, you know what you should do?	non-neutral
She loves architecture, you know what you should do?	You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.	joy
You should take a walk down fifth to the Saint Patrick's Cathedral and there    there's this great little pastry shop that she'd love.	Geez, sounds like you should be going on this date!	surprise
Geez, sounds like you should be going on this date!	But I'm not! . You know what if you're in the mood for    Thai food...	neutral
But I'm not! . You know what if you're in the mood for    Thai food...	Whoa, whoa, whoa! Slow down, you go	surprise
Whoa, whoa, whoa! Slow down, you go	Ok.	neutral
Ok.	You got to tell me exactly what to do there.	neutral
You got to tell me exactly what to do there.	Ok, when you walk in the museum, take the right, that's the antiquities    wing.	neutral
Ok, when you walk in the museum, take the right, that's the antiquities    wing.	Ancient Egypt, Mesopotamia, up to the Byzantine Empire.	neutral
Ancient Egypt, Mesopotamia, up to the Byzantine Empire.	Whoa, whoa, whoa, whoa, whoa! So, I walk in the door and make    the right	surprise
Hey!	Hey, so did everything go all right with the annulment?	neutral
Hey, so did everything go all right with the annulment?	Oh, yeah, no problems. It's all taken care of.	neutral
Oh, yeah, no problems. It's all taken care of.	Ross, thank you. Hey, do you guys wanna go see a movie?	neutral
Ross, thank you. Hey, do you guys wanna go see a movie?	Oh yeah, why not?	neutral
Oh yeah, why not?	Pheebs?	neutral
Pheebs?	No thanks, I've already seen one.	neutral
No thanks, I've already seen one.	Okay, umm, I'm gonna get my sweater.	neutral
Okay, umm, I'm gonna get my sweater.	Okay.  You uh, you wanna hear something weird?	non-neutral
Okay.  You uh, you wanna hear something weird?	Always.	neutral
Always.	I didn't get the annulment.	non-neutral
I didn't get the annulment.	What?!	surprise
What?!	We're still married! Don't tell Rachel. See you later.	joy
Hey! Are you okay?	Fabulous.	joy
Fabulous.	Listen, drama critics they're nothing but, but people who couldn't make it as actors. You know what you should do?	non-neutral
Listen, drama critics they're nothing but, but people who couldn't make it as actors. You know what you should do?	Exactly. So you didn't, didn't mention anything to Issac right?	fear
Exactly. So you didn't, didn't mention anything to Issac right?	Oh, well I tell Issac everything.	neutral
Oh, well I tell Issac everything.	You tell, of course you do. Issac. Issac. Hey, Issac. Issac, hi! Y'know we haven't actually met...	neutral
You tell, of course you do. Issac. Issac. Hey, Issac. Issac, hi! Y'know we haven't actually met...	You dog!	non-neutral
You dog!	Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.	neutral
Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.	Oh right, that Rachel chick from the coffee place.	neutral
Oh right, that Rachel chick from the coffee place.	Yeah, that's the one. Listen, I don't want to hurt her.	neutral
Yeah, that's the one. Listen, I don't want to hurt her.	Oh, hey, man I know, doesn't matter how much we love em, monogamy is too cruel a rule.	neutral
Oh, hey, man I know, doesn't matter how much we love em, monogamy is too cruel a rule.	Yeah. Listen, can you keep this information to yourself?	neutral
Yeah. Listen, can you keep this information to yourself?	Aw, no problem dude. Y'know we got to look out for each other. We're the same, you and me.	neutral
Aw, no problem dude. Y'know we got to look out for each other. We're the same, you and me.	Actually, no, we're not.	non-neutral
Actually, no, we're not.	Yeah, we are.	neutral
Yeah, we are.	No, we're not.	neutral
No, we're not.	Yeah, we are.	neutral
Yeah, we are.	No, we're not!!	anger
No, we're not!!	Okay, we're not.	neutral
Okay, we're not.	Right.	neutral
Right.	But, we are.	neutral
But, we are.	Fine. I just need to know that you're not gonna tell your sister.	neutral
Fine. I just need to know that you're not gonna tell your sister.	I can promise not to tell her again.	neutral
Emily!	Oh my God! What are you doing here?	surprise
Oh my God! What are you doing here?	I just, I had to see you one more time before you took-off.	non-neutral
I just, I had to see you one more time before you took-off.	You are so sweet.	joy
You are so sweet.	That's, that's, that's a big candy bar. (She's holding one of those huge	non-neutral
That's, that's, that's a big candy bar. (She's holding one of those huge	Me too.	neutral
Me too.	Well, that' me.  Here, have this.  I'm only allowed one piece of carryon anyway.	neutral
Well, that' me.  Here, have this.  I'm only allowed one piece of carryon anyway.	Wait uh, listen.	neutral
Wait uh, listen.	I-I, I have to tell you something.	fear
I-I, I have to tell you something.	Umm, I've been thinking, I'm just gonna come out and say it.	fear
Umm, I've been thinking, I'm just gonna come out and say it.	Okay?	fear
Okay?	I-I-I ah, I-I think I love you.	joy
I-I-I ah, I-I think I love you.	Oh.  Thank you.	neutral
Oh.  Thank you.	That's no problem.	neutral
Monica!	She's sleeping.	neutral
She's sleeping.	I know, just quick-quick question, quick question. Which one was	neutral
I know, just quick-quick question, quick question. Which one was	Deep Impact	neutral
Deep Impact	Sorry, I justcan't sleep.	non-neutral
Sorry, I justcan't sleep.	Ooh!	non-neutral
Ooh!	Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?	neutral
Where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?	Because every time I look at that cover I'm like	neutral
Because every time I look at that cover I'm like	It is in the living room where there is also a light! And no one will kick you in the shin.	non-neutral
It is in the living room where there is also a light! And no one will kick you in the shin.	Hey Ross! So, I was checking out the uh, real estate section	non-neutral
Hey Ross! So, I was checking out the uh, real estate section	Yeah?	neutral
Yeah?	Look at this.	neutral
Look at this.	Oh, it looks like mom and dad's house.	neutral
Oh, it looks like mom and dad's house.	Oh, it even has a tree with a broken limb out front and the uh, the window in the attic isOh my God!	surprise
Oh, it even has a tree with a broken limb out front and the uh, the window in the attic isOh my God!	!	surprise
!	What? What happened to the window in the attic?!	surprise
What? What happened to the window in the attic?!	I can't believe mom and dad are selling the house!	non-neutral
I can't believe mom and dad are selling the house!	I can't believe they-they didn't even tell us!	non-neutral
I can't believe they-they didn't even tell us!	I can't believe I still don't know what happened to the	surprise
I can't believe I still don't know what happened to the	Uh, hello dad! Monica and I just saw the house in the paper!  Yes we're surprised!  Who did you leave a message with?	non-neutral
Uh, hello dad! Monica and I just saw the house in the paper!  Yes we're surprised!  Who did you leave a message with?	Sorry!	non-neutral
Okay, so	Nothing?	neutral
Nothing?	Look, you and I have been given a gift.	neutral
Look, you and I have been given a gift.	Okay?	neutral
Okay?	We have to do something with it.	neutral
We have to do something with it.	Like-like, hand modeling!	joy
Like-like, hand modeling!	Huh?	neutral
Huh?	Or-or magic!	joy
Or-or magic!	And you	neutral
And you	I have to get back to	neutral
I have to get back to	Whoa!	surprise
Whoa!	Whoa!	surprise
Whoa!	Whoa!	surprise
Whoa!	Whoa-whoa!	surprise
Whoa-whoa!	We could have our own show!	joy
We could have our own show!	Y'know we could clap our hands together people will love it!	joy
Y'know we could clap our hands together people will love it!	Huh?	non-neutral
Huh?	And-and-and I wrote a song for us!	joy
And-and-and I wrote a song for us!	(Singing, to the tune of	joy
(Singing, to the tune of	That's okay.	neutral
That's okay.	But you haven't even heard the chorus!	non-neutral
Well, she'll understand right? It's not like I did it on purpose.	Dad, that won't matter to her.	neutral
Dad, that won't matter to her.	Look, all my stuff is safe and dry and all hers is-is, is growing new stuff!	non-neutral
Look, all my stuff is safe and dry and all hers is-is, is growing new stuff!	See, this is exactly the kind of thing that makes her think you guys love me more than you love her.	non-neutral
See, this is exactly the kind of thing that makes her think you guys love me more than you love her.	Oh my God, does she really thinks that?	surprise
Oh my God, does she really thinks that?	Well, can you blame her?	non-neutral
Well, can you blame her?	Well I don't know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could	joy
Well I don't know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could	Dad, dad I don't want to hear about it.	non-neutral
Dad, dad I don't want to hear about it.	Really?	surprise
Really?	Well, not right now.	neutral
Well, not right now.	Okay look, Monica came here for some memories and damnit, we're gonna give her some!	non-neutral
Okay look, Monica came here for some memories and damnit, we're gonna give her some!	Okay, grabgrab some empty boxes.	neutral
Okay, grabgrab some empty boxes.	Okay?	neutral
Okay?	We'll-we'll take stuff from mine and whatever we can pass off as hers we'll-we'll put em in there.	non-neutral
We'll-we'll take stuff from mine and whatever we can pass off as hers we'll-we'll put em in there.	Great!	joy
Great!	Y'know Joey, I could teach you to sail if you want.	joy
Y'know Joey, I could teach you to sail if you want.	You could?	surprise
You could?	Yeah! I've been sailing my whole life. When I was fifteen my dad bought me my own boat.	joy
Yeah! I've been sailing my whole life. When I was fifteen my dad bought me my own boat.	Your own boat?	surprise
Your own boat?	What?! What?! He was trying to cheer me up! My pony was sick.	surprise
He's coming here for Thanksgiving!	Count in our heads as-as good	non-neutral
Count in our heads as-as good	I guess I'm done.	neutral
I guess I'm done.	Fun's over!	non-neutral
Fun's over!	Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!	non-neutral
Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!	Uh-huh!	joy
Uh-huh!	I think I'm gonna take-off.	neutral
I think I'm gonna take-off.	Guys, rules are good! Rules help control the fun!  Ohhh!	joy
Dehydrated Japanese noodles under fluorescent lights... does it	Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.	neutral
Question. You're not dating anybody, are you, because I met somebody who would be perfect for you.	Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...	neutral
Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...	Do you want a date Saturday?	neutral
Do you want a date Saturday?	Yes please.	neutral
Yes please.	Okay. He's cute, he's funny, he's-	neutral
Okay. He's cute, he's funny, he's-	He's a he?	surprise
He's a he?	Well yeah!	surprise
Well yeah!	...Oh God.	non-neutral
...Oh God.	I- just- I thought- Good, Shelley.	non-neutral
I- just- I thought- Good, Shelley.	I'm just gonna go flush myself down the toilet now...	disgust
I'm just gonna go flush myself down the toilet now...	Okay, goodbye...	disgust
Well, it's official there are no good movies.	Well, let's go to a bad one and make out.	neutral
Well, let's go to a bad one and make out.	Perhaps, you would like me to turn like this,  so that you can bunny bump against my back.	neutral
Perhaps, you would like me to turn like this,  so that you can bunny bump against my back.	Hey!	surprise
Hey!	Hey.	neutral
Hey.	Hey, man. What's up?	neutral
Hey, man. What's up?	Maybe you can tell me.	neutral
Maybe you can tell me.	My agent would like to know why I didn't show up at the audition I didn't know I had today.	non-neutral
My agent would like to know why I didn't show up at the audition I didn't know I had today.	The first good thing she gets me in weeks.	non-neutral
The first good thing she gets me in weeks.	How could you not give me the message?	anger
How could you not give me the message?	!	non-neutral
!	Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.	non-neutral
Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.	Yes, it was! It was him! Uh huh!  Okay, it was me!	non-neutral
Yes, it was! It was him! Uh huh!  Okay, it was me!	See Joe, that's why your parents told you not to jump on the bed.	neutral
Can I ask you something? Have you ever had a guy have a crush on you?	Is that why you wanted to tie my tie?	surprise
Is that why you wanted to tie my tie?	There's this kid in my class who said he's in love with me.	non-neutral
There's this kid in my class who said he's in love with me.	Whoa!	surprise
Whoa!	Whoa what?	surprise
Whoa what?	Ross has a boyfriend.	neutral
Ross has a boyfriend.	I do-I do	joy
I do-I do	Really?	surprise
Really?	Yeah!	joy
Yeah!	I don't know.	neutral
I don't know.	I mean, last year Elizabeth now-now this kid.	non-neutral
I mean, last year Elizabeth now-now this kid.	What-what-what-what is it?!	non-neutral
